Vehicle_ID,Station_ID,Vehicle_Type,Battery_Capacity_kWh,Manufacturer,Model_Name,Registration_Year,Owner_Type
57862,14440,Minivan,91.8,Audi,Q8 e-tron,2020,Fleet
57863,11251,Compact SUV,31.4,Renault,K-ZE,2024,Government
57864,10586,Coupe,49.1,Citroën,ë-C3,2020,Delivery Service
57865,19294,Electric Scooter,56.8,Mercedes-Benz,EQE,2019,Educational Institution
57866,13140,Truck,42.1,Tesla,Model S,2022,Individual
57867,16262,Convertible,43,Volkswagen,ID.3,2021,Corporate
57868,24207,Compact SUV,42.1,Mahindra,XUV400,2019,Government
57869,17263,Coupe,56.5,Jeep,Avenger EV,2023,Municipal Utility
57870,12572,Electric Bike,34.4,Nissan,Leaf,2022,Delivery Service
57871,12760,Hatchback,81.6,Renault,K-ZE,2021,Delivery Service
57872,29089,SUV,79.8,Ford,Mustang Mach-E,2022,Fleet
57873,25115,Compact SUV,86.5,Renault,ZOE,2022,Municipal Utility
57874,23018,Hatchback,86.4,Ford,Mustang Mach-E,2018,Delivery Service
57875,19841,Coupe,74.2,Tata,Tigor EV,2024,Ride-Sharing Partner
57876,21927,Convertible,45.7,Ford,F-150 Lightning,2021,Taxi Operator
57877,27632,Coupe,96.5,BMW,i4,2022,Delivery Service
57878,16244,SUV,32,Hyundai,Kona Electric,2021,Fleet
57879,26444,Crossover,87,Citroën,ë-C3,2018,Fleet
57880,14483,Minivan,57.6,Ford,Mustang Mach-E,2020,Educational Institution
57881,22132,Sedan,32.1,Jeep,Avenger EV,2019,Fleet
57882,27631,Pickup,32.6,Maruti Suzuki,eVX,2022,Taxi Operator
57883,15586,Crossover,46,Mercedes-Benz,EQE,2023,Rental Agency
57884,14488,Luxury Sedan,39.7,Maruti Suzuki,eVX,2021,Taxi Operator
57885,28453,Sedan,41.1,Mahindra,BE.05,2024,Ride-Sharing Partner
57886,10038,Truck,43.5,Jeep,Avenger EV,2025,Fleet
57887,14284,Electric Bike,96.7,Ford,Mustang Mach-E,2020,Taxi Operator
57888,12889,Minivan,74.5,Volvo,XC40 Recharge,2022,Corporate
57889,19365,Compact SUV,78.7,Skoda,Enyaq iV,2024,Rental Agency
57890,13739,Van,69.4,BYD,e6,2023,Corporate
57891,17523,Hatchback,96.3,Kia,EV6,2021,Delivery Service
57892,17240,Luxury Sedan,93.4,Nissan,Ariya,2025,Municipal Utility
57893,17989,Electric Bike,73.5,Volkswagen,ID.3,2021,Taxi Operator
57894,21670,Truck,43,Nissan,Leaf,2018,Government
57895,14300,Electric Scooter,40,BMW,i7,2025,Fleet
57896,10159,Van,64.1,Mercedes-Benz,EQE,2019,Ride-Sharing Partner
57897,12596,Hatchback,62.9,Citroën,ë-C3,2021,Educational Institution
57898,23151,Minivan,90.6,Mercedes-Benz,EQS,2018,Municipal Utility
57899,14291,Coupe,44.4,Ford,Mustang Mach-E,2024,Corporate
57900,13857,Compact SUV,60.6,MG,Comet EV,2025,Individual
57901,20727,Hatchback,69.3,Kia,Soul EV,2022,Government
57902,13161,Van,90.8,Mahindra,eVerito,2019,Ride-Sharing Partner
57903,16270,Convertible,88.5,Mahindra,eVerito,2020,Delivery Service
57904,13768,Electric Bike,89.6,Volkswagen,ID.3,2025,Ride-Sharing Partner
57905,25921,Electric Scooter,87.2,Kia,EV6,2024,Taxi Operator
57906,23561,Sedan,77.8,Renault,ZOE,2020,Corporate
57907,25194,Hatchback,80.5,Tesla,Model S,2018,Delivery Service
57908,16036,Van,34.2,Mercedes-Benz,EQB,2019,Delivery Service
57909,29561,Pickup,59.3,Honda,Prologue,2021,Ride-Sharing Partner
57910,21902,Convertible,69.4,Renault,ZOE,2025,Taxi Operator
57911,29188,Convertible,39.2,Ford,F-150 Lightning,2025,Ride-Sharing Partner
57912,26212,Luxury Sedan,44.4,Maruti Suzuki,eVX,2022,Government
57913,17486,Three-Wheeler,87.8,MG,ZS EV,2019,Taxi Operator
57914,19938,Pickup,53.9,BYD,Atto 3,2024,Municipal Utility
57915,27114,Minivan,32.8,Nissan,Leaf,2020,Rental Agency
57916,20474,Electric Bike,33.6,Nissan,Leaf,2020,Ride-Sharing Partner
57917,28193,Pickup,65.6,Honda,e,2020,Delivery Service
57918,19368,Compact SUV,69.3,Mercedes-Benz,EQS,2023,Ride-Sharing Partner
57919,21136,Coupe,46.2,Maruti Suzuki,eVX,2023,Delivery Service
57920,13388,Compact SUV,75.9,Volkswagen,ID.4,2018,Educational Institution
57921,24343,Convertible,97.3,Nissan,Ariya,2018,Educational Institution
57922,10798,Pickup,74.1,Citroën,ë-C3,2020,Government
57923,25532,Luxury Sedan,68.9,Hyundai,Ioniq 5,2024,Municipal Utility
57924,18630,Electric Scooter,58.5,BMW,i4,2018,Individual
57925,21078,Luxury Sedan,61.6,Skoda,Enyaq iV,2020,Corporate
57926,18661,Coupe,70.7,Volvo,C40 Recharge,2023,Educational Institution
57927,26643,Three-Wheeler,74.6,Hyundai,Ioniq 5,2022,Municipal Utility
57928,17610,Three-Wheeler,72.5,Ford,F-150 Lightning,2023,Fleet
57929,12348,Compact SUV,34.5,MG,Comet EV,2025,Government
57930,18758,Coupe,83.8,BYD,e6,2025,Rental Agency
57931,29344,Convertible,36.1,Volvo,XC40 Recharge,2019,Individual
57932,18932,Crossover,80.3,Renault,ZOE,2020,Government
57933,23889,Three-Wheeler,64.9,Volvo,C40 Recharge,2020,Rental Agency
57934,13656,Electric Bike,59,Mahindra,eVerito,2025,Taxi Operator
57935,28723,Sedan,70.6,Nissan,Leaf,2020,Taxi Operator
57936,26178,Electric Scooter,81.1,Hyundai,Ioniq 5,2022,Fleet
57937,20403,Pickup,55.8,Honda,Prologue,2024,Government
57938,28225,Hatchback,55.3,MG,Comet EV,2019,Municipal Utility
57939,27287,Sedan,84.3,Mercedes-Benz,EQS,2024,Educational Institution
57940,22603,Hatchback,35.3,MG,Comet EV,2019,Fleet
57941,12370,SUV,36.2,Tesla,Model 3,2021,Individual
57942,24472,SUV,93.3,BMW,i4,2018,Ride-Sharing Partner
57943,26794,SUV,56.1,Kia,EV6,2025,Educational Institution
57944,27074,Luxury Sedan,80.8,Skoda,Enyaq iV,2023,Corporate
57945,18191,Minivan,96.8,MG,ZS EV,2023,Corporate
57946,25461,Crossover,57.9,Maruti Suzuki,eVX,2022,Individual
57947,25572,Convertible,35,Skoda,Enyaq iV,2019,Corporate
57948,22446,Minivan,78,MG,Comet EV,2018,Fleet
57949,28924,Compact SUV,57.6,Jeep,Avenger EV,2022,Delivery Service
57950,21726,Minivan,80.4,Nissan,Ariya,2024,Individual
57951,27913,Convertible,36.5,Renault,K-ZE,2024,Municipal Utility
57952,22096,Pickup,32.1,Mahindra,eVerito,2023,Delivery Service
57953,14521,Three-Wheeler,35.2,Volvo,XC40 Recharge,2022,Corporate
57954,14257,Compact SUV,90.5,MG,Comet EV,2019,Corporate
57955,22853,Compact SUV,49,Volvo,C40 Recharge,2018,Educational Institution
57956,11621,Coupe,63.6,Mahindra,eVerito,2022,Corporate
57957,13800,Three-Wheeler,74.1,Kia,Soul EV,2023,Corporate
57958,26851,Sedan,43.6,Jeep,Avenger EV,2019,Educational Institution
57959,16819,Sedan,67.5,BYD,e6,2019,Taxi Operator
57960,20378,Electric Bike,88.6,BMW,i4,2020,Individual
57961,25020,Sedan,33.1,BYD,e6,2025,Individual
57962,15140,Convertible,86.1,Maruti Suzuki,Futuro-e,2021,Ride-Sharing Partner
57963,25221,Crossover,54,Audi,Q8 e-tron,2024,Government
57964,19474,Crossover,51.7,MG,Comet EV,2022,Ride-Sharing Partner
57965,11612,Crossover,82.5,Volvo,XC40 Recharge,2024,Municipal Utility
57966,20694,Luxury Sedan,87.6,Tesla,Model 3,2024,Municipal Utility
57967,16092,Compact SUV,83.2,Tata,Tigor EV,2023,Delivery Service
57968,21059,Three-Wheeler,47.7,Nissan,Ariya,2024,Rental Agency
57969,18180,Crossover,61.4,Skoda,Enyaq iV,2019,Educational Institution
57970,13658,Luxury Sedan,61.4,Audi,e-tron,2018,Rental Agency
57971,21062,Pickup,69.3,MG,ZS EV,2023,Rental Agency
57972,27862,Sedan,98.9,Audi,e-tron,2023,Educational Institution
57973,18604,Van,33.4,Mercedes-Benz,EQS,2019,Individual
57974,11834,Electric Scooter,73.3,Citroën,ë-C3,2023,Corporate
57975,24051,Hatchback,69.2,Renault,ZOE,2019,Fleet
57976,29766,SUV,38.5,Tata,Tigor EV,2025,Rental Agency
57977,27111,Three-Wheeler,61.4,Skoda,Enyaq iV,2019,Municipal Utility
57978,27102,Compact SUV,78,Mahindra,XUV400,2021,Municipal Utility
57979,14720,Coupe,95.9,Volkswagen,ID.4,2019,Municipal Utility
57980,11131,Truck,40,Maruti Suzuki,eVX,2018,Taxi Operator
57981,11733,Van,38.5,Jeep,Avenger EV,2025,Fleet
57982,18054,SUV,78.5,Audi,Q4 e-tron,2021,Fleet
57983,13678,Pickup,45.7,MG,Comet EV,2024,Ride-Sharing Partner
57984,17767,Truck,42.6,Hyundai,Kona Electric,2024,Fleet
57985,29416,Compact SUV,83.8,Hyundai,Kona Electric,2021,Educational Institution
57986,28121,Crossover,46.7,Citroën,ë-C3,2018,Municipal Utility
57987,26478,Sedan,40.4,Volvo,XC40 Recharge,2022,Taxi Operator
57988,29735,Minivan,83.8,Nissan,Leaf,2018,Individual
57989,16293,Electric Bike,86,BMW,iX,2020,Taxi Operator
57990,12525,Coupe,96.5,Kia,EV6,2022,Rental Agency
57991,22315,Sedan,55.1,Nissan,Leaf,2021,Individual
57992,23102,Compact SUV,67,Volkswagen,ID.4,2018,Rental Agency
57993,22103,Three-Wheeler,61.2,Kia,Soul EV,2025,Municipal Utility
57994,17296,Truck,53.3,Maruti Suzuki,Futuro-e,2018,Municipal Utility
57995,28875,Crossover,96.6,Hyundai,Ioniq 5,2024,Educational Institution
57996,18979,Sedan,64.3,MG,ZS EV,2022,Educational Institution
57997,28675,Convertible,91.1,MG,Comet EV,2018,Individual
57998,20432,Compact SUV,59.4,Tesla,Model S,2019,Delivery Service
57999,17110,SUV,40.3,Volkswagen,ID.4,2019,Educational Institution
58000,23890,Compact SUV,58.1,Jeep,Avenger EV,2020,Government
58001,11367,Minivan,96.7,Honda,Prologue,2018,Individual
58002,13552,Convertible,71.5,Renault,ZOE,2018,Fleet
58003,29324,Minivan,42.1,Skoda,Enyaq iV,2021,Individual
58004,28189,Electric Scooter,69.5,Renault,K-ZE,2021,Municipal Utility
58005,10067,Three-Wheeler,93.6,Nissan,Leaf,2023,Ride-Sharing Partner
58006,17684,Compact SUV,51.8,Maruti Suzuki,eVX,2023,Fleet
58007,21953,Compact SUV,31.6,Kia,Soul EV,2022,Corporate
58008,23357,Electric Bike,57.8,Volkswagen,ID.3,2019,Taxi Operator
58009,21781,Crossover,37.4,Tesla,Model Y,2022,Individual
58010,19303,Truck,77.7,Skoda,Enyaq iV,2019,Government
58011,10908,Truck,36.8,Jeep,Avenger EV,2019,Corporate
58012,24279,Hatchback,78.1,Hyundai,Ioniq 5,2018,Fleet
58013,26810,Luxury Sedan,57.5,Ford,Mustang Mach-E,2018,Delivery Service
58014,23172,Electric Scooter,71.3,Honda,e,2018,Government
58015,23598,Sedan,59.1,Kia,Soul EV,2021,Individual
58016,19631,Electric Bike,92.1,Kia,Soul EV,2019,Taxi Operator
58017,13835,Hatchback,72.2,Jeep,Avenger EV,2023,Municipal Utility
58018,14709,Minivan,65,BMW,i4,2021,Educational Institution
58019,16179,Convertible,32.4,Tesla,Model S,2021,Government
58020,24945,Electric Bike,92.2,Nissan,Leaf,2018,Municipal Utility
58021,24825,Electric Bike,57.6,Audi,e-tron,2019,Corporate
58022,25886,Crossover,34.1,Ford,Mustang Mach-E,2023,Taxi Operator
58023,16695,Compact SUV,53.5,MG,Comet EV,2019,Government
58024,15848,Luxury Sedan,91.6,Kia,Soul EV,2018,Corporate
58025,16832,Truck,37.2,Renault,K-ZE,2023,Ride-Sharing Partner
58026,18180,Sedan,37.2,Mahindra,BE.05,2025,Government
58027,21617,Pickup,46.3,Maruti Suzuki,eVX,2025,Government
58028,16088,Sedan,66.7,BMW,i4,2018,Ride-Sharing Partner
58029,12372,Three-Wheeler,87.8,Kia,EV6,2024,Educational Institution
58030,22267,Pickup,97,Ford,F-150 Lightning,2021,Corporate
58031,20726,Truck,39.3,BYD,e6,2022,Rental Agency
58032,26939,SUV,80,Kia,EV6,2023,Educational Institution
58033,16902,Truck,96.6,Hyundai,Kona Electric,2023,Individual
58034,23075,Convertible,42.3,MG,Comet EV,2025,Fleet
58035,21951,Truck,42.6,Renault,K-ZE,2020,Corporate
58036,13951,Sedan,57.6,Kia,EV6,2019,Taxi Operator
58037,15765,Three-Wheeler,63.5,Skoda,Enyaq iV,2022,Ride-Sharing Partner
58038,28552,Crossover,71.1,Nissan,Ariya,2023,Corporate
58039,25506,Three-Wheeler,91.8,Renault,ZOE,2018,Fleet
58040,15849,Electric Bike,51.2,Audi,e-tron,2019,Fleet
58041,12370,Coupe,42.7,Jeep,Avenger EV,2025,Taxi Operator
58042,16343,Truck,43,BYD,Seal,2020,Individual
58043,20763,Convertible,88.8,Tata,Punch EV,2021,Ride-Sharing Partner
58044,14930,Convertible,73.1,BYD,Seal,2018,Individual
58045,12985,SUV,75.1,Maruti Suzuki,eVX,2019,Educational Institution
58046,22830,Luxury Sedan,71.4,Jeep,Avenger EV,2025,Fleet
58047,14375,Crossover,56,Mercedes-Benz,EQE,2025,Government
58048,17280,Pickup,82.3,Ford,Mustang Mach-E,2018,Municipal Utility
58049,19867,SUV,84.1,Volvo,C40 Recharge,2018,Ride-Sharing Partner
58050,27600,Convertible,63.1,Nissan,Ariya,2023,Government
58051,16867,SUV,96.7,Skoda,Enyaq iV,2024,Rental Agency
58052,22890,Truck,54.1,Ford,F-150 Lightning,2022,Government
58053,21204,Truck,73.7,Kia,EV6,2025,Ride-Sharing Partner
58054,29996,Sedan,30.5,Jeep,Avenger EV,2023,Government
58055,24994,Crossover,89.8,Mercedes-Benz,EQB,2021,Rental Agency
58056,22930,Hatchback,59.8,Kia,Soul EV,2021,Fleet
58057,23650,Crossover,72,Tata,Tigor EV,2019,Delivery Service
58058,19683,Crossover,61.4,Mercedes-Benz,EQE,2024,Ride-Sharing Partner
58059,13737,Hatchback,82,Nissan,Ariya,2023,Ride-Sharing Partner
58060,21349,Crossover,77.4,Mercedes-Benz,EQE,2024,Municipal Utility
58061,13249,SUV,98.1,Audi,Q8 e-tron,2018,Municipal Utility
58062,24580,Luxury Sedan,57,Citroën,ë-C3,2022,Corporate
58063,12086,Convertible,49.1,Mahindra,BE.05,2019,Delivery Service
58064,14668,Electric Bike,55,BMW,i7,2020,Taxi Operator
58065,23907,Hatchback,67.8,Volkswagen,ID.4,2018,Educational Institution
58066,29315,Van,49.7,BMW,i4,2018,Corporate
58067,14938,SUV,34.9,Tesla,Model S,2018,Rental Agency
58068,10216,Truck,76,Volkswagen,ID.4,2020,Municipal Utility
58069,28390,Pickup,31.6,Nissan,Ariya,2019,Fleet
58070,21729,Truck,64.4,Mercedes-Benz,EQS,2023,Taxi Operator
58071,18819,Luxury Sedan,71.5,Volkswagen,ID.4,2024,Government
58072,18307,Crossover,38.2,Honda,Prologue,2021,Government
58073,10872,Hatchback,70.6,Volvo,C40 Recharge,2022,Delivery Service
58074,28017,Convertible,87.8,Mercedes-Benz,EQE,2023,Ride-Sharing Partner
58075,14569,Minivan,90,MG,ZS EV,2025,Municipal Utility
58076,29434,Minivan,81.1,Mercedes-Benz,EQE,2022,Government
58077,16153,Compact SUV,54.5,Nissan,Leaf,2022,Fleet
58078,16370,Luxury Sedan,71.1,Maruti Suzuki,Futuro-e,2018,Delivery Service
58079,23808,Convertible,53.7,BYD,Atto 3,2021,Delivery Service
58080,20493,Luxury Sedan,95.1,BMW,i4,2022,Educational Institution
58081,18199,Luxury Sedan,67.5,BYD,Seal,2023,Municipal Utility
58082,22101,Truck,84.1,Ford,Mustang Mach-E,2023,Educational Institution
58083,14461,Hatchback,39.1,BYD,e6,2021,Fleet
58084,15569,Van,56.8,Hyundai,Kona Electric,2021,Rental Agency
58085,14269,Convertible,73.1,Renault,ZOE,2022,Government
58086,24108,Sedan,43.6,Renault,ZOE,2022,Delivery Service
58087,17028,Convertible,36.2,BYD,Seal,2019,Ride-Sharing Partner
58088,12062,Pickup,82.1,MG,ZS EV,2020,Government
58089,18910,Electric Scooter,32.3,Tata,Punch EV,2023,Government
58090,18372,Van,77,Volkswagen,ID.3,2020,Government
58091,29458,Compact SUV,31.1,Mahindra,eVerito,2018,Rental Agency
58092,11396,Hatchback,67.4,Tata,Tigor EV,2018,Corporate
58093,18116,Compact SUV,66,Nissan,Ariya,2022,Educational Institution
58094,27006,Hatchback,30.4,Kia,Soul EV,2018,Municipal Utility
58095,15187,Van,68.1,Audi,Q4 e-tron,2018,Corporate
58096,23593,Crossover,61.2,MG,ZS EV,2024,Corporate
58097,17192,Three-Wheeler,30.9,Mahindra,BE.05,2023,Corporate
58098,12586,Van,66.9,Volvo,XC40 Recharge,2020,Ride-Sharing Partner
58099,13275,SUV,42.6,Ford,F-150 Lightning,2021,Delivery Service
58100,21315,Electric Scooter,84.4,Honda,Prologue,2019,Educational Institution
58101,10523,Convertible,94.6,Maruti Suzuki,Futuro-e,2023,Delivery Service
58102,26974,Coupe,42.7,Volkswagen,ID.3,2018,Fleet
58103,22864,Crossover,35.4,Renault,ZOE,2023,Individual
58104,26927,Coupe,56,Maruti Suzuki,eVX,2020,Municipal Utility
58105,12120,Three-Wheeler,61.2,Skoda,Enyaq iV,2021,Educational Institution
58106,16477,Electric Scooter,96.4,Kia,EV6,2021,Ride-Sharing Partner
58107,23999,Convertible,57,Maruti Suzuki,Futuro-e,2018,Corporate
58108,14870,Electric Scooter,48.1,Hyundai,Ioniq 5,2020,Individual
58109,19105,SUV,88.5,Ford,Mustang Mach-E,2020,Corporate
58110,13302,Sedan,81.3,BMW,i7,2022,Rental Agency
58111,23952,Crossover,36,Audi,Q8 e-tron,2023,Municipal Utility
58112,11734,Truck,34,Skoda,Enyaq iV,2018,Rental Agency
58113,24068,Electric Bike,59.8,Ford,F-150 Lightning,2018,Ride-Sharing Partner
58114,11460,Compact SUV,30.6,Volkswagen,ID.3,2022,Individual
58115,14602,Minivan,53.4,Tata,Nexon EV,2020,Fleet
58116,14124,Luxury Sedan,97.3,Audi,Q8 e-tron,2025,Corporate
58117,16915,Crossover,77.3,Honda,Prologue,2020,Delivery Service
58118,21322,Sedan,95.2,Audi,Q8 e-tron,2022,Municipal Utility
58119,29183,Pickup,81.5,Jeep,Avenger EV,2024,Ride-Sharing Partner
58120,12581,Pickup,76,Ford,F-150 Lightning,2024,Taxi Operator
58121,25047,Crossover,52.7,MG,Comet EV,2025,Educational Institution
58122,11196,Hatchback,67.6,Skoda,Enyaq iV,2024,Taxi Operator
58123,15777,Pickup,41.8,MG,ZS EV,2024,Government
58124,23518,Van,82.5,Mahindra,BE.05,2022,Government
58125,14332,Coupe,36.7,Mercedes-Benz,EQE,2024,Fleet
58126,20907,Electric Bike,37.8,Volkswagen,ID.3,2023,Rental Agency
58127,25225,Sedan,55.7,Skoda,Enyaq iV,2025,Corporate
58128,19219,Sedan,59.8,Kia,EV6,2018,Taxi Operator
58129,22159,Electric Scooter,58.9,Kia,Soul EV,2020,Corporate
58130,19983,Minivan,96.6,BMW,iX,2018,Fleet
58131,14192,Coupe,65.5,Ford,Mustang Mach-E,2020,Government
58132,11360,Electric Scooter,61.7,Tesla,Model Y,2024,Individual
58133,13104,Convertible,64.7,Tata,Punch EV,2018,Ride-Sharing Partner
58134,12115,Truck,84,Ford,Mustang Mach-E,2023,Municipal Utility
58135,26287,Pickup,58.6,Citroën,ë-C3,2021,Educational Institution
58136,25243,Compact SUV,48.9,Jeep,Avenger EV,2021,Corporate
58137,12954,Van,41.7,Volkswagen,ID.4,2024,Fleet
58138,16543,Pickup,79,Hyundai,Kona Electric,2020,Corporate
58139,15749,SUV,35.1,Citroën,ë-C3,2019,Fleet
58140,27501,Luxury Sedan,56.4,Kia,Soul EV,2018,Taxi Operator
58141,19266,Pickup,44.4,Jeep,Avenger EV,2024,Delivery Service
58142,27827,Electric Scooter,89.7,Volkswagen,ID.4,2022,Corporate
58143,18411,SUV,44.2,Nissan,Leaf,2019,Taxi Operator
58144,14742,Crossover,66.6,Audi,e-tron,2025,Taxi Operator
58145,25540,Coupe,59.2,Ford,Mustang Mach-E,2020,Delivery Service
58146,20591,Luxury Sedan,73.4,Tata,Tigor EV,2025,Government
58147,15720,Electric Bike,49.1,Nissan,Ariya,2018,Government
58148,16532,Crossover,90.3,Tata,Punch EV,2021,Fleet
58149,21236,Minivan,80.9,Volkswagen,ID.3,2018,Fleet
58150,26101,Crossover,60.4,BYD,Seal,2022,Corporate
58151,15353,Compact SUV,78,Nissan,Leaf,2021,Fleet
58152,12699,Compact SUV,93.8,MG,Comet EV,2025,Corporate
58153,15577,SUV,84.4,Nissan,Leaf,2021,Delivery Service
58154,27674,Truck,54,Tesla,Model Y,2020,Rental Agency
58155,24628,Compact SUV,57.9,Ford,Mustang Mach-E,2018,Taxi Operator
58156,29712,SUV,49.7,Hyundai,Kona Electric,2023,Government
58157,28990,SUV,56.4,Tesla,Model S,2020,Ride-Sharing Partner
58158,10998,Electric Bike,98.2,Jeep,Avenger EV,2025,Government
58159,26206,Convertible,55.6,Mahindra,BE.05,2025,Educational Institution
58160,16793,SUV,72.4,Volvo,C40 Recharge,2025,Rental Agency
58161,14638,Truck,67.3,Audi,Q8 e-tron,2024,Educational Institution
58162,12856,Sedan,73.5,BYD,Atto 3,2022,Individual
58163,24803,Convertible,64.3,Volkswagen,ID.4,2019,Corporate
58164,24200,Electric Scooter,87.2,Maruti Suzuki,eVX,2024,Municipal Utility
58165,26921,Electric Scooter,77.8,Mahindra,XUV400,2022,Taxi Operator
58166,22265,Van,90.6,MG,Comet EV,2020,Rental Agency
58167,15846,SUV,35.8,Kia,Soul EV,2024,Educational Institution
58168,29758,Van,35.1,Jeep,Avenger EV,2024,Delivery Service
58169,22879,Hatchback,63.9,Maruti Suzuki,eVX,2025,Corporate
58170,20994,Truck,65.3,Maruti Suzuki,Futuro-e,2022,Government
58171,24161,Pickup,47,Nissan,Ariya,2025,Taxi Operator
58172,17320,Compact SUV,48.5,Tata,Punch EV,2025,Corporate
58173,10877,Three-Wheeler,97.6,Tata,Punch EV,2023,Ride-Sharing Partner
58174,13432,Three-Wheeler,85.6,Volvo,C40 Recharge,2022,Individual
58175,28324,Van,62.5,Jeep,Avenger EV,2020,Fleet
58176,11856,Three-Wheeler,48.6,Hyundai,Ioniq 5,2024,Ride-Sharing Partner
58177,25287,Pickup,86,Tesla,Model S,2025,Delivery Service
58178,29410,SUV,87.1,Maruti Suzuki,eVX,2025,Municipal Utility
58179,23043,Hatchback,65.7,Maruti Suzuki,Futuro-e,2018,Rental Agency
58180,11505,Pickup,61.7,Tesla,Model Y,2021,Taxi Operator
58181,11993,Sedan,31.6,Volkswagen,ID.4,2020,Corporate
58182,22111,Coupe,75.8,BMW,i7,2025,Municipal Utility
58183,20640,Hatchback,48.1,Hyundai,Kona Electric,2022,Delivery Service
58184,25068,Electric Scooter,36.4,BMW,i7,2019,Fleet
58185,22854,Crossover,58.5,Renault,K-ZE,2018,Educational Institution
58186,20553,Electric Bike,58.8,Skoda,Enyaq iV,2025,Corporate
58187,27657,Hatchback,78.6,BMW,iX,2018,Delivery Service
58188,19198,Van,33.5,Tata,Tigor EV,2023,Government
58189,27532,Compact SUV,55.4,Jeep,Avenger EV,2022,Taxi Operator
58190,22649,Convertible,35.1,BMW,i4,2022,Rental Agency
58191,29126,Three-Wheeler,76.6,Nissan,Ariya,2020,Government
58192,24608,Three-Wheeler,56.4,MG,Comet EV,2021,Taxi Operator
58193,15940,Minivan,66.1,Nissan,Leaf,2025,Ride-Sharing Partner
58194,13028,Pickup,55.6,Renault,ZOE,2020,Individual
58195,24172,Minivan,71.8,Citroën,ë-C3,2021,Corporate
58196,29696,Pickup,43.3,Citroën,ë-C3,2018,Ride-Sharing Partner
58197,19567,Minivan,54,Citroën,ë-C3,2018,Government
58198,23279,Crossover,74.4,Volkswagen,ID.3,2024,Corporate
58199,16114,Luxury Sedan,79.3,Volkswagen,ID.4,2019,Government
58200,10027,Luxury Sedan,88.4,Mercedes-Benz,EQE,2018,Taxi Operator
58201,16031,Three-Wheeler,32.8,Nissan,Ariya,2024,Fleet
58202,14771,Pickup,49.4,BMW,i7,2023,Individual
58203,12009,Luxury Sedan,80,Nissan,Leaf,2022,Taxi Operator
58204,29836,Pickup,30.5,Jeep,Avenger EV,2022,Corporate
58205,23615,Pickup,43.2,Maruti Suzuki,Futuro-e,2024,Educational Institution
58206,12849,Convertible,55.8,Skoda,Enyaq iV,2018,Ride-Sharing Partner
58207,12541,Luxury Sedan,93.7,Kia,Soul EV,2024,Rental Agency
58208,27562,Electric Bike,93.2,Mercedes-Benz,EQS,2018,Government
58209,13923,Convertible,47.3,BYD,e6,2022,Rental Agency
58210,23173,SUV,54.4,Jeep,Avenger EV,2018,Delivery Service
58211,28111,Compact SUV,67.3,Tata,Punch EV,2018,Corporate
58212,19089,Hatchback,41.8,Skoda,Enyaq iV,2023,Individual
58213,17527,Compact SUV,85,Volkswagen,ID.3,2025,Delivery Service
58214,27374,Crossover,81.3,Nissan,Ariya,2020,Educational Institution
58215,28257,Electric Bike,98.7,Kia,Soul EV,2025,Taxi Operator
58216,15492,Truck,68.9,Maruti Suzuki,Futuro-e,2025,Government
58217,13742,Three-Wheeler,50.6,MG,Comet EV,2023,Fleet
58218,12289,Van,34.5,Tata,Tigor EV,2019,Ride-Sharing Partner
58219,25441,Compact SUV,87.1,Maruti Suzuki,Futuro-e,2019,Ride-Sharing Partner
58220,26483,Compact SUV,67.7,Ford,Mustang Mach-E,2019,Delivery Service
58221,10871,Van,66.1,BYD,Seal,2023,Corporate
58222,10868,Coupe,88.8,Citroën,ë-C3,2018,Rental Agency
58223,17842,SUV,47.1,Ford,F-150 Lightning,2023,Taxi Operator
58224,15972,SUV,71.9,Hyundai,Ioniq 5,2022,Ride-Sharing Partner
58225,14071,Three-Wheeler,77.8,BMW,iX,2021,Delivery Service
58226,20201,Minivan,98.4,BMW,i7,2021,Individual
58227,11690,Sedan,43.7,Jeep,Avenger EV,2020,Delivery Service
58228,13501,Hatchback,89.3,Honda,e,2021,Rental Agency
58229,12862,Three-Wheeler,45.7,Volvo,XC40 Recharge,2025,Ride-Sharing Partner
58230,18774,Pickup,65.1,Tesla,Model Y,2024,Fleet
58231,29226,Pickup,56.1,Hyundai,Ioniq 5,2024,Corporate
58232,10375,Coupe,55.3,Hyundai,Ioniq 5,2023,Corporate
58233,14601,Compact SUV,93.9,Tata,Punch EV,2024,Taxi Operator
58234,10809,Electric Bike,66.4,Tesla,Model Y,2025,Corporate
58235,15090,Van,60.3,Jeep,Avenger EV,2018,Corporate
58236,14025,Hatchback,52.9,Ford,F-150 Lightning,2020,Fleet
58237,25378,Convertible,66.7,Jeep,Avenger EV,2022,Individual
58238,13376,Compact SUV,93.5,Mercedes-Benz,EQE,2022,Rental Agency
58239,29646,Truck,58.9,Renault,K-ZE,2023,Ride-Sharing Partner
58240,26808,Coupe,35.9,BMW,i7,2018,Taxi Operator
58241,12462,Coupe,59.3,Audi,e-tron,2023,Educational Institution
58242,29803,Sedan,60.8,Mercedes-Benz,EQB,2025,Fleet
58243,17967,Convertible,42.6,Nissan,Leaf,2025,Taxi Operator
58244,11253,Minivan,89.3,Mahindra,BE.05,2020,Ride-Sharing Partner
58245,25436,Pickup,69.9,Honda,e,2024,Corporate
